Time	LOSdot	ZEM	NC	VC
0.0916004,	0.000220203,	86.4776,	3.52321,	3999.96
0.0918004,	0.000220682,	86.6622,	3.53087,	3999.96
0.0920004,	0.000221161,	86.8469,	3.53854,	3999.96
0.0922004,	0.00022164,	87.0315,	3.5462,	3999.96
0.0924004,	0.000222119,	87.2161,	3.55387,	3999.96
0.0926004,	0.000222598,	87.4007,	3.56153,	3999.96
0.0928004,	0.000223077,	87.5852,	3.5692,	3999.96
0.0930004,	0.000223556,	87.7697,	3.57686,	3999.96
0.0932004,	0.000224035,	87.9542,	3.58452,	3999.96
0.0934004,	0.000224514,	88.1387,	3.59219,	3999.96
0.0936004,	0.000224993,	88.3232,	3.59985,	3999.96
0.0938004,	0.000225472,	88.5076,	3.60751,	3999.96
0.0940004,	0.000225951,	88.692,	3.61518,	3999.96
0.0942004,	0.00022643,	88.8764,	3.62284,	3999.96
0.0944005,	0.000226909,	89.0607,	3.6305,	3999.96
0.0946005,	0.000227388,	89.2451,	3.63816,	3999.96
0.0948005,	0.000227867,	89.4294,	3.64582,	3999.96
0.0950005,	0.000228345,	89.6137,	3.65348,	3999.96
0.0952005,	0.000228824,	89.798,	3.66114,	3999.96
0.0954005,	0.000229303,	89.9822,	3.6688,	3999.96
0.0956005,	0.000229782,	90.1665,	3.67646,	3999.96
0.0958005,	0.00023026,	90.3507,	3.68412,	3999.96
0.0960005,	0.000230739,	90.5349,	3.69178,	3999.96
0.0962005,	0.000231218,	90.719,	3.69944,	3999.96
0.0964005,	0.000231696,	90.9031,	3.7071,	3999.96
0.0966005,	0.000232175,	91.0873,	3.71476,	3999.96
0.0968005,	0.000232654,	91.2714,	3.72242,	3999.96
0.0970005,	0.000233132,	91.4554,	3.73008,	3999.96
0.0972005,	0.000233611,	91.6395,	3.73773,	3999.96
0.0974005,	0.00023409,	91.8235,	3.74539,	3999.96
0.0976005,	0.000234568,	92.0075,	3.75305,	3999.96
0.0978005,	0.000235047,	92.1915,	3.7607,	3999.96
0.0980005,	0.000235525,	92.3755,	3.76836,	3999.95
0.0982005,	0.000236004,	92.5594,	3.77602,	3999.95
0.0984005,	0.000236482,	92.7433,	3.78367,	3999.96
0.0986005,	0.000236961,	92.9272,	3.79133,	3999.95
0.0988005,	0.000237439,	93.1111,	3.79898,	3999.95
0.0990005,	0.000237917,	93.2949,	3.80664,	3999.95
0.0992005,	0.000238396,	93.4787,	3.81429,	3999.95
0.0994005,	0.000238874,	93.6625,	3.82194,	3999.95
0.0996005,	0.000239353,	93.8463,	3.8296,	3999.95
0.0998005,	0.000239831,	94.0301,	3.83725,	3999.95
0.100001,	0.000240309,	94.2138,	3.84491,	3999.95
0.100201,	0.000240788,	94.3975,	3.85256,	3999.95
0.100401,	0.000241266,	94.5812,	3.86021,	3999.95
0.100601,	0.000241744,	94.7648,	3.86786,	3999.95
0.100801,	0.000242222,	94.9485,	3.87551,	3999.95
0.101001,	0.000242701,	95.1321,	3.88317,	3999.95
0.101201,	0.000243179,	95.3157,	3.89082,	3999.95
0.101401,	0.000243657,	95.4993,	3.89847,	3999.95
0.101601,	0.000244135,	95.6828,	3.90612,	3999.95
0.101801,	0.000244613,	95.8663,	3.91377,	3999.95
0.102001,	0.000245092,	96.0498,	3.92142,	3999.95
0.102201,	0.00024557,	96.2333,	3.92907,	3999.95
0.102401,	0.000246048,	96.4168,	3.93672,	3999.95
0.102601,	0.000246526,	96.6002,	3.94437,	3999.95
0.102801,	0.000247004,	96.7836,	3.95202,	3999.95
0.103001,	0.000247482,	96.967,	3.95967,	3999.95
0.103201,	0.00024796,	97.1504,	3.96732,	3999.95
0.103401,	0.000248438,	97.3338,	3.97496,	3999.95
0.103601,	0.000248916,	97.5171,	3.98261,	3999.95
0.103801,	0.000249394,	97.7004,	3.99026,	3999.95
0.104001,	0.000249872,	97.8837,	3.99791,	3999.95
0.104201,	0.00025035,	98.0669,	4.00555,	3999.95
0.104401,	0.000250828,	98.2501,	4.0132,	3999.95
0.104601,	0.000251305,	98.4334,	4.02084,	3999.95
0.104801,	0.000251783,	98.6165,	4.02849,	3999.95
0.105001,	0.000252261,	98.7997,	4.03614,	3999.95
0.105201,	0.000252739,	98.9829,	4.04378,	3999.95
0.105401,	0.000253217,	99.166,	4.05143,	3999.95
0.105601,	0.000253695,	99.3491,	4.05907,	3999.95
0.105801,	0.000254172,	99.5322,	4.06671,	3999.95
0.106001,	0.00025465,	99.7152,	4.07436,	3999.95
0.106201,	0.000255128,	99.8982,	4.082,	3999.95
0.106401,	0.000255606,	100.081,	4.08965,	3999.95
0.106601,	0.000256083,	100.264,	4.09729,	3999.95
0.106801,	0.000256561,	100.447,	4.10493,	3999.95
0.107001,	0.000257039,	100.63,	4.11257,	3999.95
0.107201,	0.000257516,	100.813,	4.12022,	3999.95
0.107401,	0.000257994,	100.996,	4.12786,	3999.95
0.107601,	0.000258471,	101.179,	4.1355,	3999.95
0.107801,	0.000258949,	101.362,	4.14314,	3999.95
0.108001,	0.000259427,	101.545,	4.15078,	3999.95
0.108201,	0.000259904,	101.727,	4.15842,	3999.95
0.108401,	0.000260382,	101.91,	4.16606,	3999.95
0.108601,	0.000260859,	102.093,	4.1737,	3999.95
0.108801,	0.000261337,	102.276,	4.18134,	3999.94
0.109001,	0.000261814,	102.458,	4.18898,	3999.94
0.109201,	0.000262291,	102.641,	4.19662,	3999.94
0.109401,	0.000262769,	102.824,	4.20426,	3999.94
0.109601,	0.000263246,	103.006,	4.2119,	3999.94
0.109801,	0.000263724,	103.189,	4.21954,	3999.94
0.110001,	0.000264201,	103.372,	4.22717,	3999.94
0.110201,	0.000264678,	103.554,	4.23481,	3999.94
0.110401,	0.000265156,	103.737,	4.24245,	3999.94
0.110601,	0.000265633,	103.919,	4.25009,	3999.94
0.110801,	0.00026611,	104.102,	4.25772,	3999.94
0.111001,	0.000266588,	104.284,	4.26536,	3999.94
0.111201,	0.000267065,	104.467,	4.27299,	3999.94
0.111401,	0.000267542,	104.649,	4.28063,	3999.94
0.111601,	0.000268019,	104.832,	4.28827,	3999.94
0.111801,	0.000268497,	105.014,	4.2959,	3999.94
0.112001,	0.000268974,	105.196,	4.30353,	3999.94
0.112201,	0.000269451,	105.379,	4.31117,	3999.94
0.112401,	0.000269928,	105.561,	4.3188,	3999.94
0.112601,	0.000270405,	105.743,	4.32644,	3999.94
0.112801,	0.000270882,	105.926,	4.33407,	3999.94
0.113001,	0.000271359,	106.108,	4.3417,	3999.94
0.113201,	0.000271836,	106.29,	4.34934,	3999.94
0.113401,	0.000272313,	106.472,	4.35697,	3999.94
0.113601,	0.00027279,	106.655,	4.3646,	3999.94
0.113801,	0.000273267,	106.837,	4.37223,	3999.94
0.114001,	0.000273744,	107.019,	4.37987,	3999.94
0.114201,	0.000274221,	107.201,	4.3875,	3999.94
0.114401,	0.000274698,	107.383,	4.39513,	3999.94
0.114601,	0.000275175,	107.565,	4.40276,	3999.94
0.114801,	0.000275652,	107.747,	4.41039,	3999.94
0.115001,	0.000276129,	107.929,	4.41802,	3999.94
0.115201,	0.000276606,	108.111,	4.42565,	3999.94
0.115401,	0.000277083,	108.293,	4.43328,	3999.94
0.115601,	0.000277559,	108.475,	4.44091,	3999.94
0.115801,	0.000278036,	108.657,	4.44854,	3999.94
0.116001,	0.000278513,	108.839,	4.45617,	3999.94
0.116201,	0.00027899,	109.021,	4.46379,	3999.94
0.116401,	0.000279467,	109.203,	4.47142,	3999.94
0.116601,	0.000279943,	109.385,	4.47905,	3999.94
0.116801,	0.00028042,	109.567,	4.48668,	3999.94
0.117001,	0.000280897,	109.748,	4.4943,	3999.94
0.117201,	0.000281373,	109.93,	4.50193,	3999.94
0.117401,	0.00028185,	110.112,	4.50956,	3999.94
0.117601,	0.000282327,	110.294,	4.51718,	3999.94
0.117801,	0.000282803,	110.475,	4.52481,	3999.94
0.118001,	0.00028328,	110.657,	4.53244,	3999.94
0.118201,	0.000283756,	110.839,	4.54006,	3999.93
0.118401,	0.000284233,	111.021,	4.54769,	3999.93
0.118601,	0.00028471,	111.202,	4.55531,	3999.93
0.118801,	0.000285186,	111.384,	4.56293,	3999.93
0.119001,	0.000285663,	111.565,	4.57056,	3999.93
0.119201,	0.000286139,	111.747,	4.57818,	3999.93
0.119401,	0.000286616,	111.928,	4.5858,	3999.93
0.119601,	0.000287092,	112.11,	4.59343,	3999.93
0.119801,	0.000287568,	112.291,	4.60105,	3999.93
0.120001,	0.000288045,	112.473,	4.60867,	3999.93
0.120201,	0.000288521,	112.654,	4.6163,	3999.93
0.120401,	0.000288998,	112.836,	4.62392,	3999.93
0.120601,	0.000289474,	113.017,	4.63154,	3999.93
0.120801,	0.00028995,	113.199,	4.63916,	3999.93
0.121001,	0.000290426,	113.38,	4.64678,	3999.93
0.121201,	0.000290903,	113.561,	4.6544,	3999.93
0.121401,	0.000291379,	113.743,	4.66202,	3999.93
0.121601,	0.000291855,	113.924,	4.66964,	3999.93
0.121801,	0.000292332,	114.105,	4.67726,	3999.93
0.122001,	0.000292808,	114.286,	4.68488,	3999.93
0.122201,	0.000293284,	114.468,	4.6925,	3999.93
0.122401,	0.00029376,	114.649,	4.70012,	3999.93
0.122601,	0.000294236,	114.83,	4.70774,	3999.93
0.122801,	0.000294712,	115.011,	4.71536,	3999.93
0.123001,	0.000295188,	115.192,	4.72297,	3999.93
0.123201,	0.000295665,	115.374,	4.73059,	3999.93
0.123401,	0.000296141,	115.555,	4.73821,	3999.93
0.123601,	0.000296617,	115.736,	4.74583,	3999.93
0.123801,	0.000297093,	115.917,	4.75344,	3999.93
0.124001,	0.000297569,	116.098,	4.76106,	3999.93
0.124201,	0.000298045,	116.279,	4.76867,	3999.93
0.124401,	0.000298521,	116.46,	4.77629,	3999.93
0.124601,	0.000298997,	116.641,	4.78391,	3999.93
0.124801,	0.000299473,	116.822,	4.79152,	3999.93
0.125001,	0.000299949,	117.003,	4.79913,	3999.93
0.125201,	0.000300424,	117.184,	4.80675,	3999.93
0.125401,	0.0003009,	117.364,	4.81436,	3999.93
0.125601,	0.000301376,	117.545,	4.82198,	3999.93
0.125801,	0.000301852,	117.726,	4.82959,	3999.93
0.126001,	0.000302328,	117.907,	4.8372,	3999.93
0.126201,	0.000302804,	118.088,	4.84482,	3999.93
0.126401,	0.00030328,	118.268,	4.85243,	3999.92
0.126601,	0.000303758,	118.45,	4.86008,	3999.92
0.126801,	0.000304236,	118.632,	4.86773,	3999.92
0.127001,	0.000304714,	118.813,	4.87539,	3999.92
0.127201,	0.000305192,	118.995,	4.88304,	3999.92
0.127401,	0.000305671,	119.177,	4.89069,	3999.92
0.127601,	0.000306149,	119.358,	4.89834,	3999.92
0.127801,	0.000306627,	119.54,	4.90599,	3999.92
0.128001,	0.000307105,	119.721,	4.91364,	3999.92
0.128201,	0.000307583,	119.903,	4.92129,	3999.92
0.128401,	0.000308061,	120.085,	4.92894,	3999.92
0.128601,	0.000308539,	120.266,	4.93659,	3999.92
0.128801,	0.000309018,	120.447,	4.94424,	3999.92
0.129001,	0.000309496,	120.629,	4.95189,	3999.92
0.129201,	0.000309974,	120.81,	4.95954,	3999.92
0.129401,	0.000310452,	120.992,	4.96718,	3999.92
0.129601,	0.00031093,	121.173,	4.97483,	3999.92
0.129801,	0.000311408,	121.354,	4.98248,	3999.92
0.130001,	0.000311886,	121.536,	4.99013,	3999.92
0.130201,	0.000312363,	121.717,	4.99777,	3999.92
0.130401,	0.000312841,	121.898,	5.00542,	3999.92
0.130601,	0.000313319,	122.08,	5.01307,	3999.92
0.130801,	0.000313797,	122.261,	5.02071,	3999.92
0.131001,	0.000314275,	122.442,	5.02836,	3999.92
0.131201,	0.000314753,	122.623,	5.036,	3999.92
0.131401,	0.000315231,	122.804,	5.04365,	3999.92
0.131601,	0.000315708,	122.986,	5.05129,	3999.92
0.131801,	0.000316186,	123.167,	5.05894,	3999.92
0.132001,	0.000316664,	123.348,	5.06658,	3999.92
0.132201,	0.000317142,	123.529,	5.07423,	3999.92
0.132401,	0.000317619,	123.71,	5.08187,	3999.92
0.132601,	0.000318097,	123.891,	5.08951,	3999.92
0.132801,	0.000318575,	124.072,	5.09715,	3999.92
0.133001,	0.000319052,	124.253,	5.1048,	3999.92
0.133201,	0.00031953,	124.434,	5.11244,	3999.92
0.133401,	0.000320008,	124.615,	5.12008,	3999.92
0.133601,	0.000320485,	124.796,	5.12772,	3999.92
0.133801,	0.000320963,	124.977,	5.13536,	3999.92
0.134001,	0.00032144,	125.158,	5.14301,	3999.92
0.134201,	0.000321918,	125.339,	5.15065,	3999.92
0.134401,	0.000322395,	125.519,	5.15829,	3999.92
0.134601,	0.000322873,	125.7,	5.16593,	3999.92
0.134801,	0.00032335,	125.881,	5.17357,	3999.91
0.135001,	0.000323828,	126.062,	5.18121,	3999.91
0.135201,	0.000324305,	126.243,	5.18885,	3999.91
0.135401,	0.000324783,	126.423,	5.19648,	3999.91
0.135601,	0.00032526,	126.604,	5.20412,	3999.91
0.135801,	0.000325738,	126.785,	5.21176,	3999.91
0.136001,	0.000326215,	126.965,	5.2194,	3999.91
0.136201,	0.000326692,	127.146,	5.22704,	3999.91
0.136401,	0.00032717,	127.327,	5.23467,	3999.91
0.136601,	0.000327647,	127.507,	5.24231,	3999.91
0.136801,	0.000328124,	127.688,	5.24995,	3999.91
0.137001,	0.000328602,	127.868,	5.25758,	3999.91
0.137201,	0.000329079,	128.049,	5.26522,	3999.91
0.137401,	0.000329556,	128.229,	5.27286,	3999.91
0.137601,	0.000330033,	128.41,	5.28049,	3999.91
0.137801,	0.00033051,	128.59,	5.28813,	3999.91
0.138001,	0.000330988,	128.771,	5.29576,	3999.91
0.138201,	0.000331465,	128.951,	5.3034,	3999.91
0.138401,	0.000331942,	129.131,	5.31103,	3999.91
0.138601,	0.000332419,	129.312,	5.31867,	3999.91
0.138801,	0.000332896,	129.492,	5.3263,	3999.91
0.139001,	0.000333373,	129.672,	5.33393,	3999.91
0.139201,	0.00033385,	129.853,	5.34157,	3999.91
0.139401,	0.000334327,	130.033,	5.3492,	3999.91
0.139601,	0.000334804,	130.213,	5.35683,	3999.91
0.139801,	0.000335281,	130.394,	5.36446,	3999.91
0.140001,	0.000335758,	130.574,	5.37209,	3999.91
0.140201,	0.000336235,	130.754,	5.37973,	3999.91
0.140401,	0.000336712,	130.934,	5.38736,	3999.91
0.140601,	0.000337189,	131.114,	5.39499,	3999.91
0.140801,	0.000337666,	131.294,	5.40262,	3999.91
0.141001,	0.000338143,	131.474,	5.41025,	3999.91
0.141201,	0.00033862,	131.655,	5.41788,	3999.91
0.141401,	0.000339097,	131.835,	5.42551,	3999.91
0.141601,	0.000339574,	132.015,	5.43314,	3999.91
0.141801,	0.00034005,	132.195,	5.44077,	3999.91
0.142001,	0.000340527,	132.375,	5.4484,	3999.91
0.142201,	0.000341004,	132.555,	5.45603,	3999.91
0.142401,	0.000341481,	132.734,	5.46365,	3999.91
0.142601,	0.000341957,	132.914,	5.47128,	3999.9
0.142801,	0.000342434,	133.094,	5.47891,	3999.9
0.143001,	0.000342911,	133.274,	5.48654,	3999.9
0.143201,	0.000343388,	133.454,	5.49416,	3999.9
0.143401,	0.000343864,	133.634,	5.50179,	3999.9
0.143601,	0.000344341,	133.814,	5.50942,	3999.9
0.143801,	0.000344817,	133.993,	5.51704,	3999.9
0.144001,	0.000345294,	134.173,	5.52467,	3999.9
0.144201,	0.000345771,	134.353,	5.53229,	3999.9
0.144401,	0.000346247,	134.533,	5.53992,	3999.9
0.144601,	0.000346724,	134.712,	5.54754,	3999.9
0.144801,	0.0003472,	134.892,	5.55517,	3999.9
0.145001,	0.000347677,	135.072,	5.56279,	3999.9
0.145201,	0.000348153,	135.251,	5.57042,	3999.9
0.145401,	0.00034863,	135.431,	5.57804,	3999.9
0.145601,	0.000349106,	135.611,	5.58566,	3999.9
0.145801,	0.000349583,	135.79,	5.59328,	3999.9
0.146001,	0.000350059,	135.97,	5.60091,	3999.9
0.146201,	0.000350535,	136.149,	5.60853,	3999.9
0.146401,	0.000351012,	136.329,	5.61615,	3999.9
0.146601,	0.000351488,	136.508,	5.62377,	3999.9
0.146801,	0.000351965,	136.688,	5.6314,	3999.9
0.147001,	0.000352441,	136.867,	5.63902,	3999.9
0.147201,	0.000352917,	137.046,	5.64664,	3999.9
0.147401,	0.000353393,	137.226,	5.65426,	3999.9
0.147601,	0.00035387,	137.405,	5.66188,	3999.9
0.147801,	0.000354346,	137.584,	5.6695,	3999.9
0.148001,	0.000354822,	137.764,	5.67712,	3999.9
0.148201,	0.000355298,	137.943,	5.68474,	3999.9
0.148401,	0.000355774,	138.122,	5.69236,	3999.9
0.148601,	0.000356251,	138.302,	5.69997,	3999.9
0.148801,	0.000356727,	138.481,	5.70759,	3999.9
0.149001,	0.000357203,	138.66,	5.71521,	3999.9
0.149201,	0.000357679,	138.839,	5.72283,	3999.9
0.149401,	0.000358155,	139.018,	5.73044,	3999.9
0.149601,	0.000358631,	139.197,	5.73806,	3999.9
0.149801,	0.000359107,	139.377,	5.74568,	3999.9
0.150001,	0.000359583,	139.556,	5.7533,	3999.89
0.150201,	0.000360059,	139.735,	5.76091,	3999.89
0.150401,	0.000360535,	139.914,	5.76853,	3999.89
0.150601,	0.000361011,	140.093,	5.77614,	3999.89
0.150801,	0.000361487,	140.272,	5.78376,	3999.89
0.151001,	0.000361963,	140.451,	5.79137,	3999.89
0.151201,	0.000362439,	140.63,	5.79899,	3999.89
0.151401,	0.000362915,	140.809,	5.8066,	3999.89
0.151601,	0.000363391,	140.988,	5.81422,	3999.89
0.151801,	0.000363867,	141.166,	5.82183,	3999.89
0.152001,	0.000364343,	141.345,	5.82944,	3999.89
0.152201,	0.000364818,	141.524,	5.83706,	3999.89
0.152401,	0.000365294,	141.703,	5.84467,	3999.89
0.152601,	0.00036577,	141.882,	5.85228,	3999.89
0.152801,	0.000366246,	142.061,	5.85989,	3999.89
0.153001,	0.000366721,	142.239,	5.86751,	3999.89
0.153201,	0.000367197,	142.418,	5.87512,	3999.89
0.153401,	0.000367673,	142.597,	5.88273,	3999.89
0.153601,	0.000368148,	142.775,	5.89034,	3999.89
0.153801,	0.000368624,	142.954,	5.89795,	3999.89
0.154001,	0.0003691,	143.133,	5.90556,	3999.89
0.154201,	0.000369575,	143.311,	5.91317,	3999.89
0.154401,	0.000370051,	143.49,	5.92078,	3999.89
0.154601,	0.000370527,	143.669,	5.92839,	3999.89
0.154801,	0.000371002,	143.847,	5.936,	3999.89
0.155001,	0.000371478,	144.026,	5.94361,	3999.89
0.155201,	0.000371953,	144.204,	5.95122,	3999.89
0.155401,	0.000372429,	144.383,	5.95883,	3999.89
0.155601,	0.000372904,	144.561,	5.96643,	3999.89
0.155801,	0.00037338,	144.74,	5.97404,	3999.89
0.156001,	0.000373855,	144.918,	5.98165,	3999.89
0.156201,	0.000374331,	145.096,	5.98925,	3999.89
0.156402,	0.000374806,	145.275,	5.99686,	3999.89
0.156602,	0.000375281,	145.453,	6.00447,	3999.89
0.156802,	0.000375757,	145.632,	6.01207,	3999.88
0.157002,	0.000376232,	145.81,	6.01968,	3999.88
0.157202,	0.000376707,	145.988,	6.02729,	3999.88
0.157402,	0.000377183,	146.166,	6.03489,	3999.88
0.157602,	0.000377658,	146.345,	6.0425,	3999.88
0.157802,	0.000378133,	146.523,	6.0501,	3999.88
0.158002,	0.000378609,	146.701,	6.0577,	3999.88
0.158202,	0.000379084,	146.879,	6.06531,	3999.88
0.158402,	0.000379559,	147.057,	6.07291,	3999.88
0.158602,	0.000380034,	147.236,	6.08052,	3999.88
0.158802,	0.000380509,	147.414,	6.08812,	3999.88
0.159002,	0.000380985,	147.592,	6.09572,	3999.88
0.159202,	0.00038146,	147.77,	6.10332,	3999.88
0.159402,	0.000381935,	147.948,	6.11093,	3999.88
0.159602,	0.00038241,	148.126,	6.11853,	3999.88
0.159802,	0.000382885,	148.304,	6.12613,	3999.88
0.160002,	0.00038336,	148.482,	6.13373,	3999.88
0.160202,	0.000383835,	148.66,	6.14133,	3999.88
0.160402,	0.00038431,	148.838,	6.14893,	3999.88
0.160602,	0.000384785,	149.016,	6.15653,	3999.88
0.160802,	0.00038526,	149.193,	6.16413,	3999.88
0.161002,	0.000385735,	149.371,	6.17173,	3999.88
0.161202,	0.00038621,	149.549,	6.17933,	3999.88
0.161402,	0.000386685,	149.727,	6.18693,	3999.88
0.161602,	0.00038716,	149.905,	6.19453,	3999.88
0.161802,	0.000387635,	150.083,	6.20213,	3999.88
0.162002,	0.00038811,	150.26,	6.20972,	3999.88
0.162202,	0.000388585,	150.438,	6.21732,	3999.88
0.162402,	0.000389059,	150.616,	6.22492,	3999.88
0.162602,	0.000389534,	150.793,	6.23251,	3999.88
0.162802,	0.000390009,	150.971,	6.24011,	3999.88
0.163002,	0.000390484,	151.149,	6.24771,	3999.88
0.163202,	0.000390958,	151.326,	6.2553,	3999.88
0.163402,	0.000391433,	151.504,	6.2629,	3999.88
0.163602,	0.000391908,	151.682,	6.2705,	3999.87
0.163802,	0.000392383,	151.859,	6.27809,	3999.87
0.164002,	0.000392857,	152.037,	6.28569,	3999.87
0.164202,	0.000393332,	152.214,	6.29328,	3999.87
0.164402,	0.000393807,	152.392,	6.30087,	3999.87
0.164602,	0.000394281,	152.569,	6.30847,	3999.87
0.164802,	0.000394756,	152.746,	6.31606,	3999.87
0.165002,	0.00039523,	152.924,	6.32365,	3999.87
0.165202,	0.000395705,	153.101,	6.33125,	3999.87
0.165402,	0.000396179,	153.279,	6.33884,	3999.87
0.165602,	0.000396654,	153.456,	6.34643,	3999.87
0.165802,	0.000397128,	153.633,	6.35402,	3999.87
0.166002,	0.000397603,	153.811,	6.36162,	3999.87
0.166202,	0.000398077,	153.988,	6.36921,	3999.87
0.166402,	0.000398552,	154.165,	6.3768,	3999.87
0.166602,	0.000399026,	154.342,	6.38439,	3999.87
0.166802,	0.000399501,	154.52,	6.39198,	3999.87
0.167002,	0.000399975,	154.697,	6.39957,	3999.87
0.167202,	0.000400449,	154.874,	6.40716,	3999.87
0.167402,	0.000400924,	155.051,	6.41475,	3999.87
0.167602,	0.000401398,	155.228,	6.42234,	3999.87
0.167802,	0.000401872,	155.405,	6.42993,	3999.87
0.168002,	0.000402347,	155.582,	6.43752,	3999.87
0.168202,	0.000402821,	155.759,	6.4451,	3999.87
0.168402,	0.000403295,	155.936,	6.45269,	3999.87
0.168602,	0.000403769,	156.113,	6.46028,	3999.87
0.168802,	0.000404243,	156.29,	6.46787,	3999.87
0.169002,	0.000404718,	156.467,	6.47545,	3999.87
0.169202,	0.000405192,	156.644,	6.48304,	3999.87
0.169402,	0.000405666,	156.821,	6.49063,	3999.87
0.169602,	0.00040614,	156.998,	6.49821,	3999.87
0.169802,	0.000406614,	157.175,	6.5058,	3999.87
0.170002,	0.000407088,	157.352,	6.51338,	3999.86
0.170202,	0.000407562,	157.529,	6.52097,	3999.86
0.170402,	0.000408036,	157.706,	6.52855,	3999.86
0.170602,	0.00040851,	157.882,	6.53614,	3999.86
0.170802,	0.000408984,	158.059,	6.54372,	3999.86
0.171002,	0.000409458,	158.236,	6.55131,	3999.86
0.171202,	0.000409932,	158.413,	6.55889,	3999.86
0.171402,	0.000410406,	158.589,	6.56647,	3999.86
0.171602,	0.00041088,	158.766,	6.57406,	3999.86
0.171802,	0.000411354,	158.943,	6.58164,	3999.86
0.172002,	0.000411828,	159.119,	6.58922,	3999.86
0.172202,	0.000412302,	159.296,	6.5968,	3999.86
0.172402,	0.000412776,	159.472,	6.60438,	3999.86
0.172602,	0.00041325,	159.649,	6.61197,	3999.86
0.172802,	0.000413723,	159.826,	6.61955,	3999.86
0.173002,	0.000414197,	160.002,	6.62713,	3999.86
0.173202,	0.000414671,	160.179,	6.63471,	3999.86
0.173402,	0.000415145,	160.355,	6.64229,	3999.86
0.173602,	0.000415619,	160.532,	6.64987,	3999.86
0.173802,	0.000416092,	160.708,	6.65745,	3999.86
0.174002,	0.000416566,	160.884,	6.66503,	3999.86
0.174202,	0.00041704,	161.061,	6.67261,	3999.86
0.174402,	0.000417513,	161.237,	6.68019,	3999.86
0.174602,	0.000417987,	161.414,	6.68777,	3999.86
0.174802,	0.00041846,	161.59,	6.69534,	3999.86
0.175002,	0.000418934,	161.766,	6.70292,	3999.86
0.175202,	0.000419408,	161.942,	6.7105,	3999.86
0.175402,	0.000419881,	162.119,	6.71808,	3999.86
0.175602,	0.000420355,	162.295,	6.72565,	3999.86
0.175802,	0.000420828,	162.471,	6.73323,	3999.86
0.176002,	0.000421302,	162.647,	6.74081,	3999.85
0.176202,	0.000421775,	162.824,	6.74838,	3999.85
0.176402,	0.000422249,	163,	6.75596,	3999.85
0.176602,	0.000422722,	163.176,	6.76353,	3999.85
0.176802,	0.000423196,	163.352,	6.77111,	3999.85
0.177002,	0.000423669,	163.528,	6.77868,	3999.85
0.177202,	0.000424145,	163.705,	6.7863,	3999.85
0.177402,	0.000424621,	163.882,	6.79391,	3999.85
0.177602,	0.000425097,	164.059,	6.80153,	3999.85
0.177802,	0.000425573,	164.236,	6.80914,	3999.85
0.178002,	0.000426049,	164.413,	6.81675,	3999.85
0.178202,	0.000426524,	164.59,	6.82437,	3999.85
0.178402,	0.000427,	164.767,	6.83198,	3999.85
0.178602,	0.000427476,	164.944,	6.83959,	3999.85
0.178802,	0.000427952,	165.12,	6.84721,	3999.85
0.179002,	0.000428428,	165.297,	6.85482,	3999.85
0.179202,	0.000428903,	165.474,	6.86243,	3999.85
0.179402,	0.000429379,	165.651,	6.87004,	3999.85
0.179602,	0.000429855,	165.828,	6.87765,	3999.85
0.179802,	0.00043033,	166.004,	6.88526,	3999.85
0.180002,	0.000430806,	166.181,	6.89288,	3999.85
0.180202,	0.000431282,	166.358,	6.90049,	3999.85
0.180402,	0.000431757,	166.535,	6.90809,	3999.85
0.180602,	0.000432233,	166.711,	6.91571,	3999.85
0.180802,	0.000432709,	166.888,	6.92331,	3999.85
0.181002,	0.000433184,	167.064,	6.93092,	3999.85
0.181202,	0.00043366,	167.241,	6.93853,	3999.85
0.181402,	0.000434135,	167.418,	6.94614,	3999.85
0.181602,	0.000434611,	167.594,	6.95375,	3999.85
0.181802,	0.000435086,	167.771,	6.96136,	3999.84
0.182002,	0.000435562,	167.947,	6.96896,	3999.84
0.182202,	0.000436037,	168.124,	6.97657,	3999.84
0.182402,	0.000436513,	168.3,	6.98418,	3999.84
0.182602,	0.000436988,	168.477,	6.99179,	3999.84
0.182802,	0.000437463,	168.653,	6.99939,	3999.84
0.183002,	0.000437939,	168.829,	7.007,	3999.84
0.183202,	0.000438414,	169.006,	7.0146,	3999.84
0.183402,	0.000438889,	169.182,	7.02221,	3999.84
0.183602,	0.000439365,	169.358,	7.02981,	3999.84
0.183802,	0.00043984,	169.535,	7.03742,	3999.84
0.184002,	0.000440315,	169.711,	7.04502,	3999.84
0.184202,	0.000440791,	169.887,	7.05263,	3999.84
0.184402,	0.000441266,	170.063,	7.06023,	3999.84
0.184602,	0.000441741,	170.24,	7.06784,	3999.84
0.184802,	0.000442216,	170.416,	7.07544,	3999.84
0.185002,	0.000442691,	170.592,	7.08304,	3999.84
0.185202,	0.000443167,	170.768,	7.09065,	3999.84
0.185402,	0.000443642,	170.944,	7.09825,	3999.84
0.185602,	0.000444117,	171.12,	7.10585,	3999.84
0.185802,	0.000444592,	171.297,	7.11345,	3999.84
0.186002,	0.000445067,	171.473,	7.12105,	3999.84
0.186202,	0.000445542,	171.649,	7.12865,	3999.84
0.186402,	0.000446017,	171.825,	7.13626,	3999.84
0.186602,	0.000446492,	172.001,	7.14386,	3999.84
0.186802,	0.000446967,	172.177,	7.15146,	3999.84
0.187002,	0.000447442,	172.353,	7.15906,	3999.84
