Time	MissNT3	MissNT4	MissNT5	MissVM3	MissVM4	MissVM5
0.907963,	16.0605,	11.1997,	7.44231,	209.402,	87.9904,	31.2336
0.908163,	16.0644,	11.2014,	7.44244,	209.368,	87.9387,	31.1968
0.908363,	16.0683,	11.203,	7.44258,	209.334,	87.887,	31.1599
0.908563,	16.0721,	11.2046,	7.44271,	209.3,	87.8353,	31.1231
0.908763,	16.076,	11.2062,	7.44284,	209.265,	87.7836,	31.0863
0.908963,	16.0799,	11.2079,	7.44297,	209.231,	87.7319,	31.0495
0.909163,	16.0837,	11.2095,	7.4431,	209.197,	87.6802,	31.0127
0.909363,	16.0876,	11.2111,	7.44323,	209.163,	87.6285,	30.976
0.909563,	16.0914,	11.2127,	7.44336,	209.129,	87.5768,	30.9392
0.909763,	16.0953,	11.2143,	7.44348,	209.095,	87.5251,	30.9025
0.909963,	16.0991,	11.2159,	7.44361,	209.06,	87.4734,	30.8657
0.910163,	16.103,	11.2175,	7.44373,	209.026,	87.4217,	30.8291
0.910363,	16.1069,	11.2192,	7.44386,	208.992,	87.37,	30.7924
0.910563,	16.1107,	11.2208,	7.44398,	208.958,	87.3183,	30.7557
0.910763,	16.1146,	11.2224,	7.4441,	208.923,	87.2665,	30.719
0.910963,	16.1184,	11.224,	7.44422,	208.889,	87.2148,	30.6824
0.911163,	16.1223,	11.2256,	7.44434,	208.855,	87.1631,	30.6458
0.911363,	16.1261,	11.2272,	7.44446,	208.821,	87.1114,	30.6092
0.911563,	16.13,	11.2288,	7.44458,	208.786,	87.0597,	30.5726
0.911763,	16.1338,	11.2304,	7.4447,	208.752,	87.008,	30.536
0.911963,	16.1377,	11.232,	7.44481,	208.718,	86.9562,	30.4995
0.912163,	16.1415,	11.2336,	7.44493,	208.683,	86.9045,	30.4629
0.912363,	16.1454,	11.2352,	7.44504,	208.649,	86.8528,	30.4264
0.912563,	16.1492,	11.2368,	7.44515,	208.615,	86.8011,	30.3899
0.912763,	16.1531,	11.2384,	7.44526,	208.58,	86.7493,	30.3533
0.912963,	16.1569,	11.24,	7.44538,	208.546,	86.6976,	30.3169
0.913163,	16.1608,	11.2416,	7.44549,	208.511,	86.6459,	30.2804
0.913363,	16.1646,	11.2432,	7.4456,	208.477,	86.5942,	30.244
0.913563,	16.1685,	11.2448,	7.4457,	208.443,	86.5424,	30.2076
0.913763,	16.1723,	11.2464,	7.44581,	208.408,	86.4907,	30.1711
0.913963,	16.1761,	11.248,	7.44592,	208.374,	86.439,	30.1347
0.914163,	16.18,	11.2496,	7.44602,	208.339,	86.3872,	30.0984
0.914363,	16.1838,	11.2512,	7.44613,	208.305,	86.3355,	30.062
0.914563,	16.1877,	11.2528,	7.44623,	208.27,	86.2838,	30.0256
0.914762,	16.1915,	11.2544,	7.44633,	208.236,	86.232,	29.9893
0.914962,	16.1954,	11.256,	7.44643,	208.201,	86.1803,	29.953
0.915162,	16.1992,	11.2576,	7.44653,	208.167,	86.1286,	29.9167
0.915362,	16.203,	11.2592,	7.44663,	208.132,	86.0768,	29.8804
0.915562,	16.2069,	11.2607,	7.44673,	208.098,	86.0251,	29.8441
0.915762,	16.2107,	11.2623,	7.44683,	208.063,	85.9734,	29.8079
0.915962,	16.2146,	11.2639,	7.44692,	208.029,	85.9216,	29.7716
0.916162,	16.2184,	11.2655,	7.44702,	207.994,	85.8699,	29.7354
0.916362,	16.2222,	11.2671,	7.44711,	207.96,	85.8181,	29.6992
0.916562,	16.2261,	11.2687,	7.44721,	207.925,	85.7664,	29.663
0.916762,	16.2299,	11.2702,	7.4473,	207.89,	85.7147,	29.6269
0.916962,	16.2337,	11.2718,	7.44739,	207.856,	85.6629,	29.5907
0.917162,	16.2376,	11.2734,	7.44748,	207.821,	85.6112,	29.5545
0.917362,	16.2414,	11.275,	7.44757,	207.786,	85.5594,	29.5184
0.917562,	16.2452,	11.2766,	7.44766,	207.752,	85.5077,	29.4823
0.917762,	16.2491,	11.2781,	7.44775,	207.717,	85.4559,	29.4462
0.917962,	16.2529,	11.2797,	7.44783,	207.683,	85.4042,	29.4101
0.918162,	16.2567,	11.2813,	7.44792,	207.648,	85.3524,	29.3741
0.918362,	16.2606,	11.2829,	7.448,	207.613,	85.3007,	29.3381
0.918562,	16.2644,	11.2844,	7.44809,	207.578,	85.2489,	29.302
0.918762,	16.2682,	11.286,	7.44817,	207.544,	85.1972,	29.266
0.918962,	16.272,	11.2876,	7.44825,	207.509,	85.1454,	29.23
0.919162,	16.2759,	11.2892,	7.44833,	207.474,	85.0937,	29.194
0.919362,	16.2797,	11.2907,	7.44841,	207.44,	85.0419,	29.158
0.919562,	16.2835,	11.2923,	7.44849,	207.405,	84.9901,	29.1221
0.919762,	16.2873,	11.2939,	7.44857,	207.37,	84.9384,	29.0862
0.919962,	16.2912,	11.2954,	7.44864,	207.335,	84.8866,	29.0503
0.920162,	16.295,	11.297,	7.44872,	207.3,	84.8349,	29.0144
0.920362,	16.2988,	11.2986,	7.44879,	207.266,	84.7831,	28.9785
0.920562,	16.3026,	11.3001,	7.44887,	207.231,	84.7314,	28.9426
0.920762,	16.3065,	11.3017,	7.44894,	207.196,	84.6796,	28.9068
0.920962,	16.3103,	11.3032,	7.44901,	207.161,	84.6278,	28.8709
0.921162,	16.3141,	11.3048,	7.44908,	207.126,	84.5761,	28.8351
0.921362,	16.3179,	11.3064,	7.44916,	207.092,	84.5243,	28.7993
0.921562,	16.3218,	11.3079,	7.44922,	207.057,	84.4726,	28.7636
0.921762,	16.3256,	11.3095,	7.44929,	207.022,	84.4208,	28.7278
0.921962,	16.3294,	11.311,	7.44936,	206.987,	84.369,	28.692
0.922162,	16.3332,	11.3126,	7.44943,	206.952,	84.3173,	28.6563
0.922361,	16.337,	11.3141,	7.44949,	206.917,	84.2655,	28.6205
0.922561,	16.3408,	11.3157,	7.44955,	206.882,	84.2137,	28.5849
0.922761,	16.3447,	11.3173,	7.44962,	206.847,	84.162,	28.5492
0.922961,	16.3485,	11.3188,	7.44968,	206.812,	84.1102,	28.5135
0.923161,	16.3523,	11.3204,	7.44974,	206.777,	84.0584,	28.4779
0.923361,	16.3561,	11.3219,	7.4498,	206.742,	84.0067,	28.4422
0.923561,	16.3599,	11.3235,	7.44986,	206.707,	83.9549,	28.4066
0.923761,	16.3637,	11.325,	7.44992,	206.672,	83.9031,	28.371
0.923961,	16.3675,	11.3265,	7.44998,	206.637,	83.8514,	28.3354
0.924161,	16.3713,	11.3281,	7.45003,	206.602,	83.7996,	28.2998
0.924361,	16.3752,	11.3296,	7.45009,	206.567,	83.7478,	28.2643
0.924561,	16.379,	11.3312,	7.45014,	206.532,	83.6961,	28.2287
0.924761,	16.3828,	11.3327,	7.4502,	206.497,	83.6443,	28.1932
0.924961,	16.3866,	11.3343,	7.45025,	206.462,	83.5925,	28.1577
0.925161,	16.3904,	11.3358,	7.4503,	206.427,	83.5407,	28.1222
0.925361,	16.3942,	11.3374,	7.45035,	206.392,	83.489,	28.0868
0.925561,	16.398,	11.3389,	7.4504,	206.357,	83.4372,	28.0513
0.925761,	16.4018,	11.3404,	7.45045,	206.322,	83.3854,	28.0158
0.925961,	16.4056,	11.342,	7.4505,	206.287,	83.3337,	27.9804
0.926161,	16.4094,	11.3435,	7.45055,	206.252,	83.2819,	27.945
0.926361,	16.4132,	11.345,	7.45059,	206.217,	83.2301,	27.9097
0.926561,	16.417,	11.3466,	7.45064,	206.182,	83.1783,	27.8742
0.926761,	16.4208,	11.3481,	7.45068,	206.146,	83.1265,	27.8389
0.926961,	16.4246,	11.3496,	7.45072,	206.111,	83.0748,	27.8036
0.927161,	16.4284,	11.3512,	7.45077,	206.076,	83.023,	27.7682
0.927361,	16.4322,	11.3527,	7.45081,	206.041,	82.9712,	27.7329
0.927561,	16.436,	11.3542,	7.45085,	206.006,	82.9194,	27.6976
0.927761,	16.4398,	11.3558,	7.45089,	205.97,	82.8677,	27.6624
0.927961,	16.4436,	11.3573,	7.45093,	205.935,	82.8159,	27.6271
0.928161,	16.4474,	11.3588,	7.45096,	205.9,	82.7641,	27.5918
0.928361,	16.4512,	11.3603,	7.451,	205.865,	82.7123,	27.5566
0.928561,	16.455,	11.3619,	7.45103,	205.83,	82.6606,	27.5214
0.928761,	16.4588,	11.3634,	7.45107,	205.794,	82.6088,	27.4862
0.928961,	16.4626,	11.3649,	7.4511,	205.759,	82.557,	27.451
0.929161,	16.4664,	11.3664,	7.45113,	205.724,	82.5052,	27.4159
0.929361,	16.4702,	11.368,	7.45117,	205.688,	82.4534,	27.3808
0.929561,	16.474,	11.3695,	7.4512,	205.653,	82.4016,	27.3456
0.929761,	16.4778,	11.371,	7.45122,	205.618,	82.3499,	27.3105
0.92996,	16.4816,	11.3725,	7.45125,	205.583,	82.2981,	27.2754
0.93016,	16.4854,	11.374,	7.45128,	205.547,	82.2463,	27.2404
0.93036,	16.4892,	11.3756,	7.45131,	205.512,	82.1945,	27.2053
0.93056,	16.493,	11.3771,	7.45133,	205.477,	82.1427,	27.1702
0.93076,	16.4968,	11.3786,	7.45136,	205.441,	82.091,	27.1352
0.93096,	16.5006,	11.3801,	7.45138,	205.406,	82.0392,	27.1002
0.93116,	16.5043,	11.3816,	7.4514,	205.37,	81.9874,	27.0652
0.93136,	16.5081,	11.3831,	7.45143,	205.335,	81.9356,	27.0302
0.93156,	16.5119,	11.3846,	7.45145,	205.3,	81.8838,	26.9953
0.93176,	16.5157,	11.3861,	7.45147,	205.264,	81.832,	26.9603
0.93196,	16.5195,	11.3877,	7.45149,	205.229,	81.7803,	26.9254
0.93216,	16.5233,	11.3892,	7.4515,	205.193,	81.7285,	26.8905
0.93236,	16.5271,	11.3907,	7.45152,	205.158,	81.6767,	26.8556
0.93256,	16.5308,	11.3922,	7.45154,	205.122,	81.6249,	26.8207
0.93276,	16.5346,	11.3937,	7.45155,	205.087,	81.5731,	26.7859
0.93296,	16.5384,	11.3952,	7.45157,	205.051,	81.5213,	26.751
0.93316,	16.5422,	11.3967,	7.45158,	205.016,	81.4696,	26.7162
0.93336,	16.546,	11.3982,	7.45159,	204.98,	81.4178,	26.6814
0.93356,	16.5498,	11.3997,	7.4516,	204.945,	81.366,	26.6466
0.93376,	16.5535,	11.4012,	7.45161,	204.909,	81.3142,	26.6118
0.93396,	16.5573,	11.4027,	7.45162,	204.874,	81.2624,	26.5771
0.93416,	16.5611,	11.4042,	7.45163,	204.838,	81.2106,	26.5423
0.93436,	16.5649,	11.4057,	7.45164,	204.803,	81.1589,	26.5076
0.93456,	16.5687,	11.4072,	7.45165,	204.767,	81.1071,	26.4729
0.93476,	16.5724,	11.4087,	7.45165,	204.732,	81.0553,	26.4382
0.93496,	16.5762,	11.4102,	7.45165,	204.696,	81.0035,	26.4035
0.93516,	16.58,	11.4117,	7.45166,	204.661,	80.9517,	26.3688
0.93536,	16.5838,	11.4132,	7.45166,	204.625,	80.8999,	26.3342
0.93556,	16.5875,	11.4147,	7.45166,	204.589,	80.8481,	26.2996
0.93576,	16.5913,	11.4161,	7.45167,	204.554,	80.7964,	26.265
0.93596,	16.5951,	11.4176,	7.45166,	204.518,	80.7446,	26.2304
0.93616,	16.5989,	11.4191,	7.45166,	204.482,	80.6928,	26.1958
0.93636,	16.6026,	11.4206,	7.45166,	204.447,	80.641,	26.1613
0.93656,	16.6064,	11.4221,	7.45166,	204.411,	80.5892,	26.1267
0.93676,	16.6102,	11.4236,	7.45165,	204.375,	80.5374,	26.0922
0.93696,	16.6139,	11.4251,	7.45165,	204.34,	80.4856,	26.0577
0.93716,	16.6177,	11.4266,	7.45164,	204.304,	80.4339,	26.0232
0.93736,	16.6215,	11.428,	7.45164,	204.268,	80.3821,	25.9887
0.937559,	16.6252,	11.4295,	7.45163,	204.233,	80.3303,	25.9543
0.937759,	16.629,	11.431,	7.45162,	204.197,	80.2785,	25.9198
0.937959,	16.6328,	11.4325,	7.45161,	204.161,	80.2267,	25.8854
0.938159,	16.6365,	11.434,	7.4516,	204.125,	80.1749,	25.851
0.938359,	16.6403,	11.4354,	7.45159,	204.09,	80.1232,	25.8166
0.938559,	16.6441,	11.4369,	7.45157,	204.054,	80.0714,	25.7822
0.938759,	16.6478,	11.4384,	7.45156,	204.018,	80.0196,	25.7479
0.938959,	16.6516,	11.4399,	7.45155,	203.982,	79.9678,	25.7136
0.939159,	16.6554,	11.4413,	7.45153,	203.947,	79.916,	25.6792
0.939359,	16.6591,	11.4428,	7.45152,	203.911,	79.8642,	25.6449
0.939559,	16.6629,	11.4443,	7.4515,	203.875,	79.8125,	25.6106
0.939759,	16.6666,	11.4458,	7.45148,	203.839,	79.7607,	25.5764
0.939959,	16.6704,	11.4472,	7.45146,	203.803,	79.7089,	25.5421
0.940159,	16.6742,	11.4487,	7.45144,	203.767,	79.6571,	25.5079
0.940359,	16.6779,	11.4502,	7.45142,	203.732,	79.6053,	25.4737
0.940559,	16.6817,	11.4516,	7.4514,	203.696,	79.5535,	25.4395
0.940759,	16.6854,	11.4531,	7.45137,	203.66,	79.5018,	25.4053
0.940959,	16.6892,	11.4546,	7.45135,	203.624,	79.45,	25.3711
0.941159,	16.6929,	11.456,	7.45132,	203.588,	79.3982,	25.3369
0.941359,	16.6967,	11.4575,	7.4513,	203.552,	79.3464,	25.3028
0.941559,	16.7005,	11.459,	7.45127,	203.516,	79.2946,	25.2687
0.941759,	16.7042,	11.4604,	7.45124,	203.48,	79.2428,	25.2346
0.941959,	16.708,	11.4619,	7.45122,	203.444,	79.1911,	25.2005
0.942159,	16.7117,	11.4634,	7.45119,	203.408,	79.1393,	25.1665
0.942359,	16.7155,	11.4648,	7.45115,	203.372,	79.0875,	25.1324
0.942559,	16.7192,	11.4663,	7.45112,	203.336,	79.0357,	25.0983
0.942759,	16.723,	11.4677,	7.45109,	203.3,	78.9839,	25.0643
0.942959,	16.7267,	11.4692,	7.45106,	203.264,	78.9322,	25.0304
0.943159,	16.7305,	11.4706,	7.45102,	203.228,	78.8804,	24.9963
0.943359,	16.7342,	11.4721,	7.45099,	203.192,	78.8286,	24.9624
0.943559,	16.738,	11.4735,	7.45095,	203.156,	78.7768,	24.9284
0.943759,	16.7417,	11.475,	7.45091,	203.12,	78.7251,	24.8945
0.943959,	16.7455,	11.4765,	7.45088,	203.084,	78.6733,	24.8606
0.944159,	16.7492,	11.4779,	7.45084,	203.048,	78.6215,	24.8267
0.944359,	16.7529,	11.4794,	7.4508,	203.012,	78.5697,	24.7928
0.944559,	16.7567,	11.4808,	7.45076,	202.976,	78.5179,	24.759
0.944759,	16.7604,	11.4822,	7.45071,	202.94,	78.4662,	24.7251
0.944959,	16.7642,	11.4837,	7.45067,	202.904,	78.4144,	24.6913
0.945158,	16.7679,	11.4851,	7.45063,	202.868,	78.3626,	24.6575
0.945358,	16.7717,	11.4866,	7.45058,	202.832,	78.3108,	24.6237
0.945558,	16.7754,	11.488,	7.45054,	202.796,	78.2591,	24.5899
0.945758,	16.7791,	11.4895,	7.45049,	202.76,	78.2073,	24.5561
0.945958,	16.7829,	11.4909,	7.45044,	202.723,	78.1555,	24.5224
0.946158,	16.7866,	11.4924,	7.45039,	202.687,	78.1037,	24.4887
0.946358,	16.7904,	11.4938,	7.45034,	202.651,	78.052,	24.455
0.946558,	16.7941,	11.4952,	7.45029,	202.615,	78.0002,	24.4213
0.946758,	16.7978,	11.4967,	7.45024,	202.579,	77.9484,	24.3876
0.946958,	16.8016,	11.4981,	7.45019,	202.543,	77.8966,	24.354
0.947158,	16.8053,	11.4995,	7.45014,	202.506,	77.8449,	24.3203
0.947358,	16.809,	11.501,	7.45008,	202.47,	77.7931,	24.2867
0.947558,	16.8128,	11.5024,	7.45003,	202.434,	77.7413,	24.2531
0.947758,	16.8165,	11.5039,	7.44997,	202.398,	77.6896,	24.2195
0.947958,	16.8202,	11.5053,	7.44991,	202.361,	77.6378,	24.1859
0.948158,	16.824,	11.5067,	7.44985,	202.325,	77.586,	24.1524
0.948358,	16.8277,	11.5081,	7.4498,	202.289,	77.5342,	24.1188
0.948558,	16.8314,	11.5096,	7.44973,	202.253,	77.4825,	24.0853
0.948758,	16.8352,	11.511,	7.44967,	202.216,	77.4307,	24.0519
0.948958,	16.8389,	11.5124,	7.44961,	202.18,	77.379,	24.0183
0.949158,	16.8426,	11.5139,	7.44955,	202.144,	77.3272,	23.9849
0.949358,	16.8464,	11.5153,	7.44949,	202.107,	77.2754,	23.9514
0.949558,	16.8501,	11.5167,	7.44942,	202.071,	77.2237,	23.918
0.949758,	16.8538,	11.5181,	7.44936,	202.035,	77.1719,	23.8846
0.949958,	16.8575,	11.5196,	7.44929,	201.999,	77.1201,	23.8512
0.950158,	16.8613,	11.521,	7.44922,	201.962,	77.0684,	23.8178
0.950358,	16.865,	11.5224,	7.44915,	201.926,	77.0166,	23.7845
0.950558,	16.8687,	11.5238,	7.44908,	201.889,	76.9648,	23.7511
0.950758,	16.8724,	11.5252,	7.44901,	201.853,	76.9131,	23.7178
0.950958,	16.8762,	11.5267,	7.44894,	201.817,	76.8613,	23.6845
0.951158,	16.8799,	11.5281,	7.44887,	201.78,	76.8096,	23.6511
0.951358,	16.8836,	11.5295,	7.4488,	201.744,	76.7578,	23.6179
0.951558,	16.8873,	11.5309,	7.44872,	201.707,	76.706,	23.5846
0.951758,	16.8911,	11.5323,	7.44865,	201.671,	76.6543,	23.5514
0.951958,	16.8948,	11.5337,	7.44857,	201.635,	76.6025,	23.5182
0.952158,	16.8985,	11.5352,	7.44849,	201.598,	76.5508,	23.4849
0.952358,	16.9022,	11.5366,	7.44842,	201.562,	76.499,	23.4518
0.952558,	16.9059,	11.538,	7.44834,	201.525,	76.4473,	23.4186
0.952757,	16.9096,	11.5394,	7.44826,	201.489,	76.3955,	23.3854
0.952957,	16.9134,	11.5408,	7.44818,	201.452,	76.3438,	23.3523
0.953157,	16.9171,	11.5422,	7.4481,	201.416,	76.292,	23.3192
0.953357,	16.9208,	11.5436,	7.44801,	201.379,	76.2402,	23.2861
0.953557,	16.9245,	11.545,	7.44793,	201.343,	76.1885,	23.253
0.953757,	16.9282,	11.5464,	7.44785,	201.306,	76.1367,	23.2199
0.953957,	16.9319,	11.5478,	7.44776,	201.27,	76.085,	23.1869
0.954157,	16.9356,	11.5492,	7.44767,	201.233,	76.0332,	23.1538
0.954357,	16.9394,	11.5506,	7.44759,	201.197,	75.9815,	23.1208
0.954557,	16.9431,	11.552,	7.4475,	201.16,	75.9297,	23.0878
0.954757,	16.9468,	11.5534,	7.44741,	201.124,	75.878,	23.0548
0.954957,	16.9505,	11.5548,	7.44732,	201.087,	75.8263,	23.0219
0.955157,	16.9542,	11.5562,	7.44723,	201.05,	75.7745,	22.9889
0.955357,	16.9579,	11.5576,	7.44714,	201.014,	75.7228,	22.956
0.955557,	16.9616,	11.559,	7.44704,	200.977,	75.671,	22.9231
0.955757,	16.9653,	11.5604,	7.44695,	200.941,	75.6193,	22.8902
0.955957,	16.969,	11.5618,	7.44685,	200.904,	75.5675,	22.8573
0.956157,	16.9727,	11.5632,	7.44676,	200.867,	75.5158,	22.8244
0.956357,	16.9764,	11.5646,	7.44666,	200.831,	75.4641,	22.7916
0.956557,	16.9801,	11.566,	7.44657,	200.794,	75.4123,	22.7588
0.956757,	16.9838,	11.5674,	7.44647,	200.757,	75.3606,	22.726
0.956957,	16.9876,	11.5688,	7.44637,	200.721,	75.3089,	22.6932
0.957157,	16.9913,	11.5702,	7.44627,	200.684,	75.2571,	22.6604
0.957357,	16.995,	11.5715,	7.44617,	200.647,	75.2054,	22.6277
0.957557,	16.9987,	11.5729,	7.44606,	200.611,	75.1536,	22.5949
0.957757,	17.0024,	11.5743,	7.44596,	200.574,	75.1019,	22.5622
0.957957,	17.0061,	11.5757,	7.44586,	200.537,	75.0502,	22.5295
0.958157,	17.0098,	11.5771,	7.44575,	200.5,	74.9984,	22.4968
0.958357,	17.0135,	11.5785,	7.44565,	200.464,	74.9467,	22.4642
0.958557,	17.0172,	11.5799,	7.44554,	200.427,	74.895,	22.4315
0.958757,	17.0208,	11.5812,	7.44543,	200.39,	74.8433,	22.3989
0.958957,	17.0245,	11.5826,	7.44532,	200.353,	74.7915,	22.3663
0.959157,	17.0282,	11.584,	7.44521,	200.317,	74.7398,	22.3336
0.959357,	17.0319,	11.5854,	7.4451,	200.28,	74.6881,	22.3011
0.959557,	17.0356,	11.5867,	7.44499,	200.243,	74.6363,	22.2685
0.959757,	17.0393,	11.5881,	7.44488,	200.206,	74.5846,	22.236
0.959957,	17.043,	11.5895,	7.44476,	200.169,	74.5329,	22.2035
0.960157,	17.0467,	11.5909,	7.44465,	200.133,	74.4812,	22.1709
0.960356,	17.0504,	11.5922,	7.44453,	200.096,	74.4295,	22.1384
0.960556,	17.0541,	11.5936,	7.44442,	200.059,	74.3777,	22.106
0.960756,	17.0578,	11.595,	7.4443,	200.022,	74.326,	22.0735
0.960956,	17.0615,	11.5964,	7.44418,	199.985,	74.2743,	22.0411
0.961156,	17.0652,	11.5977,	7.44406,	199.948,	74.2226,	22.0086
0.961356,	17.0688,	11.5991,	7.44394,	199.912,	74.1709,	21.9763
0.961556,	17.0725,	11.6005,	7.44382,	199.875,	74.1191,	21.9439
0.961756,	17.0762,	11.6018,	7.4437,	199.838,	74.0674,	21.9115
0.961956,	17.0799,	11.6032,	7.44358,	199.801,	74.0157,	21.8791
0.962156,	17.0836,	11.6046,	7.44346,	199.764,	73.964,	21.8468
0.962356,	17.0873,	11.6059,	7.44333,	199.727,	73.9123,	21.8145
0.962556,	17.091,	11.6073,	7.4432,	199.69,	73.8606,	21.7822
0.962756,	17.0946,	11.6087,	7.44308,	199.653,	73.8089,	21.7499
0.962956,	17.0983,	11.61,	7.44295,	199.616,	73.7572,	21.7177
0.963156,	17.102,	11.6114,	7.44282,	199.579,	73.7055,	21.6854
0.963356,	17.1057,	11.6127,	7.44269,	199.542,	73.6538,	21.6532
0.963556,	17.1094,	11.6141,	7.44256,	199.505,	73.6021,	21.621
0.963756,	17.113,	11.6154,	7.44243,	199.468,	73.5504,	21.5888
0.963956,	17.1167,	11.6168,	7.4423,	199.431,	73.4987,	21.5566
0.964156,	17.1204,	11.6182,	7.44217,	199.394,	73.447,	21.5244
0.964356,	17.1241,	11.6195,	7.44203,	199.357,	73.3953,	21.4923
0.964556,	17.1278,	11.6209,	7.4419,	199.32,	73.3436,	21.4602
0.964756,	17.1314,	11.6222,	7.44176,	199.283,	73.2919,	21.4281
0.964956,	17.1351,	11.6236,	7.44163,	199.246,	73.2402,	21.396
0.965156,	17.1388,	11.6249,	7.44149,	199.209,	73.1885,	21.3639
0.965356,	17.1425,	11.6263,	7.44135,	199.172,	73.1368,	21.3319
0.965556,	17.1461,	11.6276,	7.44121,	199.135,	73.0851,	21.2998
0.965756,	17.1498,	11.629,	7.44107,	199.098,	73.0334,	21.2678
0.965956,	17.1535,	11.6303,	7.44093,	199.061,	72.9817,	21.2358
0.966156,	17.1572,	11.6317,	7.44079,	199.024,	72.93,	21.2039
0.966356,	17.1608,	11.633,	7.44065,	198.987,	72.8784,	21.1719
0.966556,	17.1645,	11.6343,	7.4405,	198.949,	72.8267,	21.1399
0.966756,	17.1682,	11.6357,	7.44036,	198.912,	72.775,	21.108
0.966956,	17.1718,	11.637,	7.44021,	198.875,	72.7233,	21.0761
0.967156,	17.1755,	11.6384,	7.44006,	198.838,	72.6716,	21.0442
0.967356,	17.1792,	11.6397,	7.43992,	198.801,	72.6199,	21.0123
0.967556,	17.1828,	11.6411,	7.43977,	198.764,	72.5683,	20.9805
0.967755,	17.1865,	11.6424,	7.43962,	198.727,	72.5166,	20.9487
0.967955,	17.1902,	11.6437,	7.43947,	198.689,	72.4649,	20.9169
0.968155,	17.1938,	11.6451,	7.43932,	198.652,	72.4132,	20.885
0.968355,	17.1975,	11.6464,	7.43916,	198.615,	72.3616,	20.8533
0.968555,	17.2012,	11.6477,	7.43901,	198.578,	72.3099,	20.8215
0.968755,	17.2048,	11.6491,	7.43886,	198.541,	72.2582,	20.7897
0.968955,	17.2085,	11.6504,	7.4387,	198.503,	72.2066,	20.758
0.969155,	17.2121,	11.6517,	7.43854,	198.466,	72.1549,	20.7263
0.969355,	17.2158,	11.6531,	7.43839,	198.429,	72.1032,	20.6946
0.969555,	17.2195,	11.6544,	7.43823,	198.392,	72.0516,	20.663
0.969755,	17.2231,	11.6557,	7.43807,	198.354,	71.9999,	20.6313
0.969955,	17.2268,	11.6571,	7.43791,	198.317,	71.9482,	20.5996
0.970155,	17.2304,	11.6584,	7.43775,	198.28,	71.8966,	20.568
0.970355,	17.2341,	11.6597,	7.43759,	198.243,	71.8449,	20.5364
0.970555,	17.2378,	11.661,	7.43743,	198.205,	71.7933,	20.5048
0.970755,	17.2414,	11.6624,	7.43726,	198.168,	71.7416,	20.4733
0.970955,	17.2451,	11.6637,	7.4371,	198.131,	71.6899,	20.4417
0.971155,	17.2487,	11.665,	7.43693,	198.093,	71.6383,	20.4102
0.971355,	17.2524,	11.6663,	7.43677,	198.056,	71.5866,	20.3786
0.971555,	17.256,	11.6676,	7.4366,	198.019,	71.535,	20.3472
0.971755,	17.2597,	11.669,	7.43643,	197.981,	71.4834,	20.3157
0.971955,	17.2633,	11.6703,	7.43626,	197.944,	71.4317,	20.2842
0.972155,	17.267,	11.6716,	7.43609,	197.907,	71.3801,	20.2528
0.972355,	17.2706,	11.6729,	7.43592,	197.869,	71.3284,	20.2213
0.972555,	17.2743,	11.6742,	7.43575,	197.832,	71.2768,	20.1899
0.972755,	17.2779,	11.6755,	7.43558,	197.794,	71.2251,	20.1586
0.972955,	17.2816,	11.6769,	7.43541,	197.757,	71.1735,	20.1272
0.973155,	17.2852,	11.6782,	7.43523,	197.72,	71.1219,	20.0958
0.973355,	17.2889,	11.6795,	7.43506,	197.682,	71.0702,	20.0645
0.973555,	17.2925,	11.6808,	7.43488,	197.645,	71.0186,	20.0331
0.973755,	17.2962,	11.6821,	7.4347,	197.607,	70.9669,	20.0019
0.973955,	17.2998,	11.6834,	7.43452,	197.57,	70.9153,	19.9706
0.974155,	17.3035,	11.6847,	7.43435,	197.532,	70.8637,	19.9393
0.974355,	17.3071,	11.686,	7.43417,	197.495,	70.8121,	19.9081
0.974555,	17.3107,	11.6873,	7.43398,	197.458,	70.7604,	19.8768
0.974755,	17.3144,	11.6886,	7.4338,	197.42,	70.7088,	19.8456
0.974955,	17.318,	11.6899,	7.43362,	197.383,	70.6572,	19.8145
0.975155,	17.3217,	11.6912,	7.43344,	197.345,	70.6056,	19.7832
0.975354,	17.3253,	11.6925,	7.43325,	197.308,	70.5539,	19.7521
0.975554,	17.329,	11.6938,	7.43307,	197.27,	70.5023,	19.721
0.975754,	17.3326,	11.6951,	7.43288,	197.232,	70.4507,	19.6899
0.975954,	17.3362,	11.6964,	7.43269,	197.195,	70.3991,	19.6588
0.976154,	17.3399,	11.6977,	7.4325,	197.157,	70.3475,	19.6277
0.976354,	17.3435,	11.699,	7.43232,	197.12,	70.2959,	19.5966
0.976554,	17.3471,	11.7003,	7.43213,	197.082,	70.2443,	19.5656
0.976754,	17.3508,	11.7016,	7.43193,	197.045,	70.1926,	19.5345
0.976954,	17.3544,	11.7029,	7.43174,	197.007,	70.141,	19.5035
0.977154,	17.358,	11.7042,	7.43155,	196.97,	70.0894,	19.4725
0.977354,	17.3617,	11.7055,	7.43136,	196.932,	70.0378,	19.4416
0.977554,	17.3653,	11.7068,	7.43116,	196.894,	69.9862,	19.4106
0.977754,	17.3689,	11.7081,	7.43097,	196.857,	69.9346,	19.3796
0.977954,	17.3726,	11.7094,	7.43077,	196.819,	69.883,	19.3487
0.978154,	17.3762,	11.7107,	7.43057,	196.782,	69.8314,	19.3178
